ts;kafka_ts;signal_timestamp;signal_oem_timestamp;final_ts
2025-02-08T15:04:56.290Z;8.02.2025 18:04;2025-02-08 18:04:55.000;2025-02-08 18:04:55.000;
2025-02-24T15:56:38.724Z;24.02.2025 18:56;2025-02-24 18:56:38.000;2025-02-24 18:56:38.000;
2025-02-28T11:58:54.614Z;28.02.2025 14:58;2025-02-28 14:58:54.000;2025-02-28 14:58:54.000;
2025-02-05T07:01:32.557Z;5.02.2025 10:01;5.02.2025 10:01;2025-02-05 10:01:33.000;
2025-02-13T10:01:42.129Z;13.02.2025 13:01;2025-02-13 13:01:41.000;2025-02-13 13:01:41.000;
2025-02-16T13:45:51.925Z;16.02.2025 16:45;2025-02-16 16:45:51.000;2025-02-16 16:45:51.000;
2025-02-17T14:45:09.060Z;17.02.2025 17:45;2025-02-17 17:45:08.000;2025-02-17 17:45:08.000;
2025-02-11T15:56:53.504Z;11.02.2025 18:56;2025-02-11 18:56:52.000;2025-02-11 18:56:52.000;
2025-02-11T04:50:26.546Z;11.02.2025 07:50;2025-02-11 07:50:26.000;2025-02-11 07:50:26.000;
2025-02-14T13:39:42.132Z;14.02.2025 16:39;2025-02-14 16:39:41.000;2025-02-14 16:39:41.000;
2025-02-11T08:46:24.093Z;11.02.2025 11:46;2025-02-11 11:46:23.000;2025-02-11 11:46:23.000;
2025-02-15T14:51:57.976Z;15.02.2025 17:51;2025-02-15 17:51:57.000;2025-02-15 17:51:57.000;
2025-02-14T16:13:14.514Z;2025-02-14 19:13:15.051;2025-02-14 19:13:13.000;2025-02-14 19:13:13.000;
2025-02-23T20:24:13.633Z;23.02.2025 23:24;2025-02-23 23:24:12.000;2025-02-23 23:24:12.000;
2025-02-15T12:20:37.804Z;15.02.2025 15:20;2025-02-15 15:20:36.000;2025-02-15 15:20:36.000;
2025-02-20T19:36:14.302Z;20.02.2025 22:39;2025-02-20 22:36:13.000;2025-02-20 22:36:13.000;
2025-02-23T18:00:39.725Z;23.02.2025 21:00;2025-02-23 21:00:39.000;2025-02-23 21:00:39.000;
2025-02-03T19:10:26.368Z;3.02.2025 22:14;2025-02-03 22:10:26.000;2025-02-03 22:10:26.000;
2025-02-01T14:27:13.084Z;1.02.2025 17:27;2025-02-01 17:27:13.000;2025-02-01 17:27:13.000;
2025-02-24T12:05:18.948Z;24.02.2025 15:05;2025-02-24 15:05:16.000;2025-02-24 15:05:16.000;
2025-02-20T08:49:32.733Z;20.02.2025 11:49;2025-02-20 11:49:32.000;2025-02-20 11:49:32.000;
2025-02-20T06:29:15.257Z;20.02.2025 09:29;2025-02-20 09:29:15.000;2025-02-20 09:29:15.000;
2025-02-07T11:08:26.243Z;7.02.2025 14:08;2025-02-07 14:08:26.000;2025-02-07 14:08:26.000;
2025-02-04T15:05:53.556Z;2025-02-04 18:05:54.006;2025-02-04 18:05:52.000;2025-02-04 18:05:52.000;
2025-02-18T12:07:13.795Z;18.02.2025 15:07;2025-02-18 15:07:13.000;2025-02-18 15:07:13.000;
2025-02-13T07:54:10.255Z;13.02.2025 10:54;2025-02-13 10:54:07.000;2025-02-13 10:54:07.000;
2025-02-13T10:25:23.628Z;2025-02-13 13:25:24.084;2025-02-13 13:25:22.000;2025-02-13 13:25:22.000;
2025-02-04T14:03:04.336Z;4.02.2025 17:03;2025-02-04 17:03:03.000;2025-02-04 17:03:03.000;
2025-02-02T13:57:45.993Z;2.02.2025 16:57;2025-02-02 16:57:45.000;2025-02-02 16:57:45.000;
2025-02-14T07:45:01.450Z;14.02.2025 10:45;14.02.2025 10:45;2025-02-14 10:45:02.000;
2025-02-26T12:44:54.283Z;26.02.2025 15:44;2025-02-26 15:44:53.000;2025-02-26 15:44:53.000;
2025-02-14T05:29:27.516Z;14.02.2025 08:29;2025-02-14 08:29:26.000;2025-02-14 08:29:26.000;
2025-02-11T17:08:55.079Z;11.02.2025 20:08;2025-02-11 20:08:54.000;2025-02-11 20:08:54.000;
2025-02-02T09:13:18.487Z;2.02.2025 12:13;2025-02-02 12:13:15.000;2025-02-02 12:13:15.000;
2025-02-25T09:14:28.942Z;25.02.2025 12:14;25.02.2025 12:14;2025-02-25 12:14:29.000;
2025-02-11T14:09:50.445Z;11.02.2025 17:09;2025-02-11 17:09:45.000;2025-02-11 17:09:45.000;
2025-02-05T15:14:16.605Z;5.02.2025 18:14;2025-02-05 18:14:16.000;2025-02-05 18:14:16.000;
2025-02-05T07:43:31.434Z;5.02.2025 10:43;2025-02-05 10:43:30.000;2025-02-05 10:43:30.000;
2025-02-17T08:28:00.899Z;17.02.2025 11:36;2025-02-17 11:28:00.000;2025-02-17 11:28:00.000;
2025-02-05T06:36:46.548Z;5.02.2025 09:36;2025-02-05 09:36:46.000;2025-02-05 09:36:46.000;
2025-02-27T05:25:24.514Z;27.02.2025 09:36;2025-02-27 08:25:24.000;2025-02-27 08:25:24.000;
2025-02-02T03:10:31.734Z;2.02.2025 06:10;2025-02-02 06:10:31.000;2025-02-02 06:10:31.000;
2025-02-07T06:26:53.206Z;7.02.2025 09:26;2025-02-07 09:26:52.000;2025-02-07 09:26:52.000;
2025-02-04T14:27:53.053Z;4.02.2025 17:27;2025-02-04 17:27:00.000;2025-02-04 17:27:00.000;
2025-02-25T14:35:48.038Z;25.02.2025 17:35;2025-02-25 17:35:45.000;2025-02-25 17:35:45.000;
2025-02-24T13:41:09.379Z;24.02.2025 16:41;2025-02-24 16:41:08.000;2025-02-24 16:41:08.000;
2025-02-28T19:58:08.108Z;28.02.2025 22:58;2025-02-28 22:58:08.000;2025-02-28 22:58:08.000;
2025-02-03T16:40:48.621Z;2025-02-03 19:40:49.057;2025-02-03 19:40:48.000;2025-02-03 19:40:48.000;
2025-02-24T11:04:17.977Z;24.02.2025 14:04;2025-02-24 14:04:17.000;2025-02-24 14:04:17.000;
2025-02-12T12:55:51.431Z;12.02.2025 15:55;2025-02-12 15:55:51.000;2025-02-12 15:55:51.000;
2025-02-13T10:05:37.072Z;13.02.2025 13:05;2025-02-13 13:05:35.000;2025-02-13 13:05:35.000;
2025-02-21T14:48:55.953Z;21.02.2025 17:48;2025-02-21 17:48:54.000;2025-02-21 17:48:54.000;
2025-02-09T15:30:30.596Z;9.02.2025 18:30;2025-02-09 18:30:29.000;2025-02-09 18:30:29.000;
2025-02-01T07:05:29.960Z;1.02.2025 10:05;2025-02-01 10:05:29.000;2025-02-01 10:05:29.000;
2025-02-01T10:07:29.788Z;1.02.2025 13:07;2025-02-01 13:07:29.000;2025-02-01 13:07:29.000;
2025-02-25T06:24:04.912Z;25.02.2025 09:24;25.02.2025 09:24;2025-02-25 09:24:05.000;
2025-02-23T17:25:20.544Z;2025-02-23 20:25:21.026;2025-02-23 20:25:19.000;2025-02-23 20:25:19.000;
2025-02-14T06:53:12.488Z;14.02.2025 09:53;2025-02-14 09:53:12.000;2025-02-14 09:53:12.000;
2025-02-06T11:13:37.704Z;6.02.2025 14:13;2025-02-06 14:13:36.000;2025-02-06 14:13:36.000;
2025-02-15T09:30:10.257Z;15.02.2025 12:30;2025-02-15 12:30:09.000;2025-02-15 12:30:09.000;
2025-02-05T06:17:06.222Z;5.02.2025 09:17;2025-02-05 09:17:06.000;2025-02-05 09:17:06.000;
2025-02-19T15:37:24.750Z;19.02.2025 18:37;2025-02-19 18:37:24.000;2025-02-19 18:37:24.000;
2025-02-25T05:19:56.561Z;25.02.2025 08:20;2025-02-25 08:19:55.000;2025-02-25 08:19:55.000;
2025-02-11T12:52:25.836Z;11.02.2025 15:52;2025-02-11 15:52:25.000;2025-02-11 15:52:25.000;
2025-02-27T12:28:54.702Z;27.02.2025 15:28;2025-02-27 15:28:54.000;2025-02-27 15:28:54.000;
2025-02-07T07:56:13.907Z;2025-02-07 10:56:14.058;2025-02-07 10:56:12.000;2025-02-07 10:56:12.000;
2025-02-25T13:58:24.858Z;25.02.2025 16:58;2025-02-25 16:58:23.000;2025-02-25 16:58:23.000;
2025-02-20T14:50:31.399Z;20.02.2025 17:50;2025-02-20 17:50:30.000;2025-02-20 17:50:30.000;
2025-02-21T14:19:14.001Z;21.02.2025 17:19;2025-02-21 17:19:13.000;2025-02-21 17:19:13.000;
2025-02-21T14:44:46.211Z;21.02.2025 17:44;2025-02-21 17:44:46.000;2025-02-21 17:44:46.000;
2025-02-04T08:47:51.571Z;4.02.2025 11:47;2025-02-04 11:47:50.000;2025-02-04 11:47:50.000;
2025-02-12T09:29:26.341Z;12.02.2025 12:29;2025-02-12 12:29:25.000;2025-02-12 12:29:25.000;
2025-02-28T09:37:19.351Z;28.02.2025 12:37;2025-02-28 12:37:18.000;2025-02-28 12:37:18.000;
2025-02-06T11:04:40.973Z;6.02.2025 14:04;2025-02-06 14:04:40.000;2025-02-06 14:04:40.000;
2025-02-13T04:46:17.321Z;13.02.2025 07:46;2025-02-13 07:46:16.000;2025-02-13 07:46:16.000;
2025-02-22T07:30:36.590Z;22.02.2025 10:30;2025-02-22 10:30:32.000;2025-02-22 10:30:32.000;
2025-02-25T16:12:24.743Z;25.02.2025 19:12;2025-02-25 19:11:09.000;2025-02-25 19:11:09.000;
2025-02-18T09:10:41.592Z;18.02.2025 12:10;2025-02-18 12:10:40.000;2025-02-18 12:10:40.000;
2025-02-27T11:56:14.232Z;27.02.2025 14:56;2025-02-27 14:56:12.000;2025-02-27 14:56:12.000;
2025-02-06T15:20:36.464Z;6.02.2025 18:20;2025-02-06 18:20:32.000;2025-02-06 18:20:32.000;
2025-02-27T14:09:51.781Z;27.02.2025 17:09;2025-02-27 17:09:51.000;2025-02-27 17:09:51.000;
2025-02-28T12:47:48.785Z;28.02.2025 15:47;2025-02-28 15:47:47.000;2025-02-28 15:47:47.000;
2025-02-14T10:49:12.794Z;14.02.2025 13:49;2025-02-14 13:49:11.000;2025-02-14 13:49:11.000;
2025-02-22T08:04:36.324Z;22.02.2025 11:04;2025-02-22 11:04:30.000;2025-02-22 11:04:30.000;
2025-02-06T06:04:32.133Z;6.02.2025 09:30;2025-02-06 09:04:32.000;2025-02-06 09:04:32.000;
2025-02-28T09:59:11.704Z;28.02.2025 12:59;2025-02-28 12:59:10.000;2025-02-28 12:59:10.000;
2025-02-27T05:54:35.146Z;27.02.2025 09:44;2025-02-27 08:54:34.000;2025-02-27 08:54:34.000;
2025-02-28T08:37:47.350Z;28.02.2025 11:37;2025-02-28 11:37:46.000;2025-02-28 11:37:46.000;
2025-02-04T10:17:36.610Z;4.02.2025 13:17;2025-02-04 13:17:36.000;2025-02-04 13:17:36.000;
2025-02-16T12:23:21.417Z;16.02.2025 15:23;2025-02-16 15:23:21.000;2025-02-16 15:23:21.000;
2025-02-26T08:16:57.510Z;26.02.2025 11:17;2025-02-26 11:16:56.000;2025-02-26 11:16:56.000;
2025-02-21T13:40:47.618Z;21.02.2025 16:40;2025-02-21 16:40:47.000;2025-02-21 16:40:47.000;
2025-02-22T06:14:05.194Z;22.02.2025 09:14;2025-02-22 09:14:03.000;2025-02-22 09:14:03.000;
2025-02-04T21:08:59.947Z;5.02.2025 00:09;2025-02-05 00:08:58.000;2025-02-05 00:08:58.000;
2025-02-26T11:24:22.691Z;26.02.2025 14:24;2025-02-26 14:24:22.000;2025-02-26 14:24:22.000;
2025-02-08T21:41:28.834Z;2025-02-09 00:41:29.000;2025-02-09 00:41:27.000;2025-02-09 00:41:27.000;
2025-02-14T07:26:24.459Z;14.02.2025 10:26;2025-02-14 10:26:22.000;2025-02-14 10:26:22.000;
2025-02-14T16:01:41.798Z;14.02.2025 19:01;2025-02-14 19:01:41.000;2025-02-14 19:01:41.000;
2025-02-02T12:19:23.253Z;2.02.2025 15:19;2025-02-02 15:19:22.000;2025-02-02 15:19:22.000;
2025-02-25T14:40:28.721Z;25.02.2025 17:40;2025-02-25 17:40:28.000;2025-02-25 17:40:28.000;
2025-02-22T17:34:57.292Z;22.02.2025 20:34;2025-02-22 20:34:55.000;2025-02-22 20:34:55.000;
2025-02-14T03:00:15.179Z;14.02.2025 06:00;2025-02-14 06:00:14.000;2025-02-14 06:00:14.000;
2025-02-19T20:55:55.340Z;19.02.2025 23:55;2025-02-19 23:55:54.000;2025-02-19 23:55:54.000;
2025-02-13T14:17:04.167Z;13.02.2025 17:17;2025-02-13 17:17:03.000;2025-02-13 17:17:03.000;
2025-02-01T14:01:06.934Z;1.02.2025 17:01;2025-02-01 17:01:06.000;2025-02-01 17:01:06.000;
2025-02-13T11:04:58.835Z;13.02.2025 14:04;2025-02-13 14:04:58.000;2025-02-13 14:04:58.000;
2025-02-05T08:29:23.417Z;5.02.2025 11:29;2025-02-05 11:29:21.000;2025-02-05 11:29:21.000;
2025-02-01T08:31:24.851Z;1.02.2025 11:31;2025-02-01 11:31:24.000;2025-02-01 11:31:24.000;
2025-02-25T11:32:02.704Z;25.02.2025 14:32;2025-02-25 14:32:02.000;2025-02-25 14:32:02.000;
2025-02-16T15:20:38.897Z;16.02.2025 18:20;2025-02-16 18:20:38.000;2025-02-16 18:20:38.000;
2025-02-15T18:03:57.908Z;2025-02-15 21:03:58.082;2025-02-15 21:03:57.000;2025-02-15 21:03:57.000;
2025-02-21T14:24:02.334Z;21.02.2025 17:24;2025-02-21 17:23:59.000;2025-02-21 17:23:59.000;
2025-02-21T16:06:44.809Z;21.02.2025 19:06;2025-02-21 19:06:43.000;2025-02-21 19:06:43.000;
2025-02-20T17:37:08.106Z;20.02.2025 20:37;2025-02-20 20:37:03.000;2025-02-20 20:37:03.000;
2025-02-09T19:46:01.260Z;9.02.2025 22:46;2025-02-09 22:46:00.000;2025-02-09 22:46:00.000;
2025-02-17T11:10:18.910Z;17.02.2025 14:10;2025-02-17 14:10:17.000;2025-02-17 14:10:17.000;
2025-02-28T13:23:03.651Z;28.02.2025 16:23;2025-02-28 16:23:03.000;2025-02-28 16:23:03.000;
2025-02-07T09:05:05.705Z;7.02.2025 12:05;7.02.2025 12:05;2025-02-07 12:05:06.000;
2025-02-06T08:53:17.601Z;6.02.2025 11:53;2025-02-06 11:53:16.000;2025-02-06 11:53:16.000;
2025-02-22T10:40:11.927Z;22.02.2025 13:40;2025-02-22 13:40:11.000;2025-02-22 13:40:11.000;
2025-02-13T22:03:13.575Z;2025-02-14 01:03:14.005;2025-02-14 01:03:12.000;2025-02-14 01:03:12.000;
2025-02-21T12:27:24.564Z;21.02.2025 15:27;2025-02-21 15:27:22.000;2025-02-21 15:27:22.000;
2025-02-09T08:54:39.525Z;9.02.2025 11:54;2025-02-09 11:54:38.000;2025-02-09 11:54:38.000;
2025-02-22T12:19:03.561Z;22.02.2025 15:19;2025-02-22 15:19:03.000;2025-02-22 15:19:03.000;
2025-02-18T20:51:55.823Z;18.02.2025 23:51;2025-02-18 23:51:53.000;2025-02-18 23:51:53.000;
2025-02-20T10:50:14.734Z;20.02.2025 13:50;2025-02-20 13:50:14.000;2025-02-20 13:50:14.000;
2025-02-12T14:31:52.833Z;2025-02-12 17:31:53.019;2025-02-12 17:31:52.000;2025-02-12 17:31:52.000;
2025-02-17T10:43:54.835Z;2025-02-17 13:43:55.009;2025-02-17 13:43:49.000;2025-02-17 13:43:49.000;
2025-02-24T07:37:41.868Z;2025-02-24 10:37:42.038;2025-02-24 10:37:41.000;2025-02-24 10:37:41.000;
2025-02-27T03:42:16.919Z;27.02.2025 06:42;2025-02-27 06:42:16.000;2025-02-27 06:42:16.000;
2025-02-25T13:57:21.418Z;25.02.2025 16:57;2025-02-25 16:57:20.000;2025-02-25 16:57:20.000;
2025-02-14T08:58:26.932Z;14.02.2025 11:58;14.02.2025 11:58;2025-02-14 11:58:27.000;
2025-02-09T15:57:49.484Z;9.02.2025 18:57;2025-02-09 18:57:48.000;2025-02-09 18:57:48.000;
2025-02-17T11:32:26.073Z;17.02.2025 14:32;2025-02-17 14:32:25.000;2025-02-17 14:32:25.000;
2025-02-17T08:02:22.821Z;17.02.2025 11:02;2025-02-17 11:02:22.000;2025-02-17 11:02:22.000;
2025-02-13T11:01:39.112Z;13.02.2025 14:01;2025-02-13 14:01:38.000;2025-02-13 14:01:38.000;
2025-02-17T05:18:15.478Z;17.02.2025 08:41;2025-02-17 08:18:13.000;2025-02-17 08:18:13.000;
2025-02-28T09:28:51.386Z;28.02.2025 12:28;2025-02-28 12:28:50.000;2025-02-28 12:28:50.000;
2025-02-09T14:13:59.341Z;9.02.2025 17:13;2025-02-09 17:13:58.000;2025-02-09 17:13:58.000;
2025-02-08T06:08:32.070Z;8.02.2025 09:08;2025-02-08 09:08:32.000;2025-02-08 09:08:32.000;
2025-02-01T21:07:31.385Z;2.02.2025 00:07;2025-02-02 00:07:30.000;2025-02-02 00:07:30.000;
2025-02-14T17:32:45.501Z;14.02.2025 20:32;2025-02-14 20:32:43.000;2025-02-14 20:32:43.000;
2025-02-17T06:29:31.239Z;17.02.2025 09:29;2025-02-17 09:29:30.000;2025-02-17 09:29:30.000;
2025-02-19T09:57:18.412Z;19.02.2025 12:57;2025-02-19 12:57:17.000;2025-02-19 12:57:17.000;
2025-02-24T09:37:54.370Z;24.02.2025 12:37;2025-02-24 12:37:53.000;2025-02-24 12:37:53.000;
2025-02-02T09:01:13.796Z;2.02.2025 12:01;2025-02-02 11:58:45.000;2025-02-02 11:58:45.000;
2025-02-03T11:20:57.407Z;3.02.2025 14:20;2025-02-03 14:20:56.000;2025-02-03 14:20:56.000;
2025-02-03T14:31:45.773Z;3.02.2025 17:31;2025-02-03 17:31:45.000;2025-02-03 17:31:45.000;
2025-02-14T12:37:29.370Z;14.02.2025 15:37;2025-02-14 15:37:28.000;2025-02-14 15:37:28.000;
2025-02-27T14:27:18.107Z;27.02.2025 17:27;2025-02-27 17:27:17.000;2025-02-27 17:27:17.000;
2025-02-23T08:57:04.006Z;23.02.2025 11:57;2025-02-23 11:57:03.000;2025-02-23 11:57:03.000;
2025-02-21T18:01:59.912Z;21.02.2025 21:02;2025-02-21 21:01:58.000;2025-02-21 21:01:58.000;
2025-02-02T14:54:24.637Z;2025-02-02 17:54:25.072;2025-02-02 17:54:23.000;2025-02-02 17:54:23.000;
2025-02-15T15:48:55.121Z;15.02.2025 18:48;2025-02-15 18:48:54.000;2025-02-15 18:48:54.000;
2025-02-03T12:53:58.351Z;3.02.2025 15:53;2025-02-03 15:53:56.000;2025-02-03 15:53:56.000;
2025-02-12T10:44:48.605Z;12.02.2025 13:44;2025-02-12 13:44:48.000;2025-02-12 13:44:48.000;
2025-02-16T16:58:28.515Z;16.02.2025 19:58;2025-02-16 19:58:27.000;2025-02-16 19:58:27.000;
2025-02-28T04:31:02.513Z;28.02.2025 07:31;2025-02-28 07:31:02.000;2025-02-28 07:31:02.000;
2025-02-13T11:24:02.876Z;13.02.2025 14:26;2025-02-13 14:24:02.000;2025-02-13 14:24:02.000;
2025-02-24T05:14:03.392Z;24.02.2025 08:27;2025-02-24 08:14:00.000;2025-02-24 08:14:00.000;
2025-02-23T16:08:02.265Z;23.02.2025 19:08;2025-02-23 19:08:01.000;2025-02-23 19:08:01.000;
2025-02-11T05:04:25.908Z;2025-02-11 08:04:26.098;2025-02-11 08:04:25.000;2025-02-11 08:04:25.000;
2025-02-27T08:56:50.451Z;27.02.2025 11:56;2025-02-27 11:56:49.000;2025-02-27 11:56:49.000;
2025-02-02T15:41:00.837Z;2.02.2025 18:41;2025-02-02 18:40:59.000;2025-02-02 18:40:59.000;
2025-02-17T13:32:26.824Z;17.02.2025 16:32;2025-02-17 16:32:25.000;2025-02-17 16:32:25.000;
2025-02-27T07:11:40.177Z;27.02.2025 10:11;2025-02-27 10:11:39.000;2025-02-27 10:11:39.000;
2025-02-23T07:43:58.544Z;23.02.2025 10:43;2025-02-23 10:43:57.000;2025-02-23 10:43:57.000;
2025-02-03T05:57:19.765Z;3.02.2025 09:39;3.02.2025 08:57;2025-02-03 08:57:20.000;
2025-02-09T12:22:31.319Z;9.02.2025 15:22;2025-02-09 15:22:30.000;2025-02-09 15:22:30.000;
2025-02-06T14:34:22.538Z;6.02.2025 17:34;2025-02-06 17:34:21.000;2025-02-06 17:34:21.000;
2025-02-20T13:23:43.191Z;20.02.2025 16:23;2025-02-20 16:23:42.000;2025-02-20 16:23:42.000;
2025-02-12T11:51:01.338Z;12.02.2025 14:51;2025-02-12 14:50:59.000;2025-02-12 14:50:59.000;
2025-02-20T05:57:38.482Z;20.02.2025 08:57;2025-02-20 08:57:37.000;2025-02-20 08:57:37.000;
2025-02-03T08:58:35.913Z;2025-02-03 11:58:36.065;2025-02-03 11:58:31.000;2025-02-03 11:58:31.000;
2025-02-08T04:55:32.513Z;8.02.2025 07:55;2025-02-08 07:55:31.000;2025-02-08 07:55:31.000;
2025-02-27T08:21:14.302Z;27.02.2025 11:21;2025-02-27 11:21:13.000;2025-02-27 11:21:13.000;
2025-02-03T14:01:35.148Z;3.02.2025 17:01;2025-02-03 17:01:34.000;2025-02-03 17:01:34.000;
2025-02-24T08:30:49.382Z;24.02.2025 11:30;2025-02-24 11:30:47.000;2025-02-24 11:30:47.000;
2025-02-06T06:52:17.743Z;6.02.2025 09:52;2025-02-06 09:52:17.000;2025-02-06 09:52:17.000;
2025-02-09T11:49:08.474Z;9.02.2025 14:49;2025-02-09 14:49:00.000;2025-02-09 14:49:00.000;
2025-02-03T11:51:43.760Z;3.02.2025 14:51;2025-02-03 14:51:40.000;2025-02-03 14:51:40.000;
2025-02-11T21:09:23.861Z;12.02.2025 00:09;2025-02-12 00:09:23.000;2025-02-12 00:09:23.000;
2025-02-13T06:41:57.457Z;13.02.2025 09:41;2025-02-13 09:41:56.000;2025-02-13 09:41:56.000;
2025-02-15T17:12:52.599Z;15.02.2025 20:12;2025-02-15 20:12:52.000;2025-02-15 20:12:52.000;
2025-02-01T06:26:29.047Z;1.02.2025 09:26;2025-02-01 09:26:28.000;2025-02-01 09:26:28.000;
2025-02-20T19:12:50.858Z;20.02.2025 22:39;2025-02-20 22:12:50.000;2025-02-20 22:12:50.000;
2025-02-27T10:56:49.226Z;27.02.2025 13:56;2025-02-27 13:56:48.000;2025-02-27 13:56:48.000;
2025-02-18T07:27:28.152Z;18.02.2025 10:27;2025-02-18 10:27:25.000;2025-02-18 10:27:25.000;
2025-02-03T08:25:50.244Z;3.02.2025 11:26;2025-02-03 11:25:49.000;2025-02-03 11:25:49.000;
2025-02-17T11:04:10.988Z;17.02.2025 14:04;2025-02-17 14:04:09.000;2025-02-17 14:04:09.000;
2025-02-27T13:07:49.913Z;2025-02-27 16:07:50.080;2025-02-27 16:07:48.000;2025-02-27 16:07:48.000;
2025-02-27T11:59:53.179Z;27.02.2025 14:59;2025-02-27 14:59:53.000;2025-02-27 14:59:53.000;
2025-02-15T11:19:59.255Z;15.02.2025 14:19;2025-02-15 14:19:58.000;2025-02-15 14:19:58.000;
2025-02-02T07:02:54.151Z;2.02.2025 10:02;2025-02-02 10:02:52.000;2025-02-02 10:02:52.000;
2025-02-05T11:14:52.750Z;5.02.2025 14:14;2025-02-05 14:14:52.000;2025-02-05 14:14:52.000;
2025-02-19T11:34:04.100Z;19.02.2025 14:34;2025-02-19 14:34:02.000;2025-02-19 14:34:02.000;
2025-02-20T00:24:02.455Z;20.02.2025 03:24;2025-02-20 03:24:01.000;2025-02-20 03:24:01.000;
2025-02-13T17:06:23.371Z;13.02.2025 20:06;2025-02-13 20:06:23.000;2025-02-13 20:06:23.000;
2025-02-07T09:44:20.675Z;7.02.2025 12:44;2025-02-07 12:44:17.000;2025-02-07 12:44:17.000;
2025-02-04T07:09:26.522Z;4.02.2025 10:09;2025-02-04 10:09:25.000;2025-02-04 10:09:25.000;
2025-02-18T10:06:38.407Z;18.02.2025 13:06;2025-02-18 13:06:37.000;2025-02-18 13:06:37.000;
2025-02-25T05:44:26.923Z;25.02.2025 08:56;2025-02-25 08:44:25.000;2025-02-25 08:44:25.000;
2025-02-05T16:32:56.958Z;5.02.2025 19:32;2025-02-05 19:32:56.000;2025-02-05 19:32:56.000;
2025-02-28T08:42:37.074Z;28.02.2025 11:42;2025-02-28 11:42:36.000;2025-02-28 11:42:36.000;
2025-02-13T20:48:48.986Z;13.02.2025 23:48;2025-02-13 23:47:46.000;2025-02-13 23:47:46.000;
2025-02-06T00:36:30.738Z;6.02.2025 03:36;2025-02-06 03:36:27.000;2025-02-06 03:36:27.000;
2025-02-17T14:54:33.032Z;17.02.2025 17:54;2025-02-17 17:54:32.000;2025-02-17 17:54:32.000;
2025-02-14T08:30:51.994Z;14.02.2025 11:30;2025-02-14 11:30:50.000;2025-02-14 11:30:50.000;
2025-02-18T04:18:49.685Z;18.02.2025 07:18;2025-02-18 07:18:49.000;2025-02-18 07:18:49.000;
2025-02-27T13:45:27.764Z;27.02.2025 16:45;2025-02-27 16:45:26.000;2025-02-27 16:45:26.000;
2025-02-01T15:56:30.750Z;1.02.2025 18:56;2025-02-01 18:56:25.000;2025-02-01 18:56:25.000;
2025-02-25T07:45:12.318Z;25.02.2025 10:45;2025-02-25 10:45:11.000;2025-02-25 10:45:11.000;
2025-02-05T13:38:23.990Z;5.02.2025 16:38;2025-02-05 16:38:23.000;2025-02-05 16:38:23.000;
2025-02-12T01:19:26.418Z;12.02.2025 04:19;2025-02-12 04:19:26.000;2025-02-12 04:19:26.000;
2025-02-25T13:38:58.643Z;2025-02-25 16:38:59.014;2025-02-25 16:38:58.000;2025-02-25 16:38:58.000;
2025-02-19T15:29:57.913Z;2025-02-19 18:29:58.086;2025-02-19 18:29:53.000;2025-02-19 18:29:53.000;
2025-02-09T18:52:57.189Z;9.02.2025 21:52;2025-02-09 21:52:54.000;2025-02-09 21:52:54.000;
2025-02-05T04:07:06.133Z;5.02.2025 07:07;2025-02-05 07:07:05.000;2025-02-05 07:07:05.000;
2025-02-01T16:54:11.567Z;1.02.2025 19:54;2025-02-01 19:54:10.000;2025-02-01 19:54:10.000;
2025-02-24T07:41:25.757Z;24.02.2025 10:41;2025-02-24 10:41:24.000;2025-02-24 10:41:24.000;
2025-02-12T05:44:40.932Z;12.02.2025 08:44;2025-02-12 08:44:40.000;2025-02-12 08:44:40.000;
2025-02-05T05:03:15.876Z;2025-02-05 08:03:16.051;2025-02-05 08:03:15.000;2025-02-05 08:03:15.000;
2025-02-06T08:58:22.777Z;6.02.2025 11:58;2025-02-06 11:58:22.000;2025-02-06 11:58:22.000;
2025-02-13T04:08:37.846Z;2025-02-13 07:08:38.022;2025-02-13 07:08:33.000;2025-02-13 07:08:33.000;
2025-02-25T11:17:15.680Z;25.02.2025 14:17;2025-02-25 14:17:15.000;2025-02-25 14:17:15.000;
2025-02-03T21:58:48.205Z;4.02.2025 00:58;2025-02-04 00:58:47.000;2025-02-04 00:58:47.000;
2025-02-24T04:58:03.995Z;24.02.2025 07:58;2025-02-24 07:57:40.000;2025-02-24 07:57:40.000;
2025-02-20T03:40:08.103Z;20.02.2025 06:40;2025-02-20 06:40:07.000;2025-02-20 06:40:07.000;
2025-02-05T11:27:43.265Z;5.02.2025 14:27;2025-02-05 14:27:41.000;2025-02-05 14:27:41.000;
2025-02-28T11:46:45.881Z;28.02.2025 14:46;2025-02-28 14:46:45.000;2025-02-28 14:46:45.000;
2025-02-12T15:30:27.337Z;12.02.2025 18:30;2025-02-12 18:30:26.000;2025-02-12 18:30:26.000;
2025-02-06T19:03:52.435Z;6.02.2025 22:03;2025-02-06 22:03:52.000;2025-02-06 22:03:52.000;
2025-02-04T14:16:48.440Z;4.02.2025 17:16;2025-02-04 17:16:47.000;2025-02-04 17:16:47.000;
2025-02-16T14:14:18.386Z;16.02.2025 17:14;2025-02-16 17:14:17.000;2025-02-16 17:14:17.000;
2025-02-25T08:02:13.566Z;25.02.2025 11:02;2025-02-25 11:02:12.000;2025-02-25 11:02:12.000;
